titulo_servico;siglaorgao;nome_orgao;categoria;url
Autorização para impressão de documentos fiscais (AIDF) - quando não concedida por meio eletrônico;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/autorizacao-para-impressao-de-documentos-fiscais-aidf-quando-nao-concedida-por-meio-eletronico151
Avaliar programas de integridade de pessoas jurídicas de direito privado;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/avaliar-programas-de-integridade119
Bilhete de passagem eletrônico (BP-e), modelo 63 - credenciamento;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/bilhete-de-passagem-eletronico-bp-e-modelo-63-pedido-de-credenciamento110
Buscar atendimento Guichê 60+;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/buscar-atendimento-guiche-60172
Buscar atendimento previdenciário – servidores, aposentados e pensionistas;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/atendimento-ao-segurado189
Cadastrar Câmara Arbitral;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/cadastramento-camara-arbitral22
Cadastrar apiário ou meliponário;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-apiarios-e-meliponarios67
Cadastrar colaborador do serviço de inspeção municipal/federal;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-colaborador-do-servico-de-inspecao-municipalfederal54
Cadastrar e alterar registro de produtos agrotóxicos;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastrar-e-alterar-registro-de-produtos-agrotoxicos133
Cadastrar empresas e profissionais que exerçam atividades relacionadas à prevenção contra incêndio, pânico e outros riscos;CBMMS;Corpo de Bombeiros Militar;Segurança;https://www.ms.gov.br/seguranca/cadastrar-empresas-e-profissionais-que-exercam-atividades-relacionadas-a-prevencao-contra-incendio-panico-e-outros-riscos71
Cadastrar estabelecimento manipulador de subprodutos de origem animal não comestíveis para emissão de GTS;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-estabelecimento-manipulador-de-subprodutos-de-origem-animal-nao-comestiveis-para-emissao-de-gts186
Cadastrar frigorífico;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-estabelecimentos-de-abate-de-animais80
Cadastrar granjas de reprodutores suínos certificada  (GRSC);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-granjas-de-reprodutores-suideos-certificada-grsc162
Cadastrar indústria produtos agrotóxicos no e-saniagro;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-industria-produtos-agrotoxicos-no-e-saniagro176
Cadastrar laboratório e veterinário para uso do aplicativo resenha virtual;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-laboratorios-e-veterinarios-para-utilizacao-do-aplicativo-resenha-virtual168
Cadastrar manejador de suídeos asselvajados;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-manejadores-de-suideos-asselvajados90
Cadastrar marca de rebanho;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-marca-de-rebanho2
Cadastrar médico veterinário para realizar vacinação contra brucelose;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-medico-veterinario-para-realizar-vacinacao-contra-brucelose4
Cadastrar no aplicativo transportador;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-e-utilizacao-do-app-transportador158
Cadastrar ou atualizar empresa integradora de ave ou suíno;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-ou-atualizar-empresa-integradora-de-ave-ou-suino1
Cadastrar ou atualizar laboratório de diagnóstico em sanidade avícola;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-ou-atualizar-laboratorio-de-diagnostico-em-sanidade-avicola80
Cadastrar ou atualizar médico veterinário - avicultura ou suinocultura;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-ou-atualizar-medico-veterinario-avicultura-ou-suinocultura84
Cadastrar propriedade como unidade de confinamento;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-propriedade-como-unidade-de-confinamento142
Cadastrar propriedade rural de fora do MS;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-propriedade-rural-de-fora-do-ms163
Cadastrar responsável técnico de revenda de produtos veterinários;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-responsavel-tecnico-de-revenda-de-produtos-veterinarios32
Cadastrar responsável técnico para cultivos e estabelecimentos de insumos agrícolas;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-de-responsavel-tecnico-para-cultivos-agricolas70
Cadastrar revenda de aves vivas;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/licenciar-comercio-de-animais-vivos139
Cadastrar revenda de sêmen;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-estabelecimento-de-comercio-de-material-de-multiplicacao-animal149
Cadastrar revenda produtos veterinários;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-estabelecimentos-de-comercio-de-produtos-de-uso-veterinario178
Cadastrar às vagas de emprego;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/intermediacao-de-empregos7
Cadastrar área com plantio florestal;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-area-com-plantio-florestal62
Cadastrar área com produção de citros;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-de-area-de-producao-comercial-de-citros79
Cadastrar área de plantio de soja ou algodão;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastramento-de-area-de-plantio-de-soja177
Cadastro da agropecuária (CAP) - alteração de dados cadastrais;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-alteracao-de-dados-cadastrais156
Cadastro da agropecuária (CAP) - baixa da inscrição estadual;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-baixa-da-inscricao-estadual118
Cadastro da agropecuária (CAP) - inscrição de apicultor e de meliponicultor;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-inscricao-de-apicultor-e-de-meliponicultor168
Cadastro da agropecuária (CAP) - inscrição de pescador profissional;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-inscricao-de-pescador-profissional111
Cadastro da agropecuária (CAP) - inscrição de produtor rural;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-inscricao-de-produtor-rural119
Cadastro da agropecuária (CAP) - inscrição de produtor rural em terras indígenas;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-inscricao-de-produtor-rural-em-terras-indigenas192
Cadastro da agropecuária (CAP) - inscrição estadual provisória para produtor rural em processo de regularização fundiária, assentamento, posse ou propriedade litigiosa;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-inscricao-estadual-provisoria-para-produtor-rural-em-processo-de-regularizacao-fundiaria-assentamento-posse-ou-propriedade-litigiosa59
Cadastro da agropecuária (CAP) - reativação da inscrição estadual;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-reativacao-da-inscricao-estadual94
Cadastro da agropecuária (CAP) - reativação de inscrição estadual suspensa por vencimento de contrato;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-reativacao-de-inscricao-estadual-suspensa-por-vencimento-de-contrato138
Cadastro da agropecuária (CAP) - suspensão temporária da inscrição estadual a pedido do contribuinte e sua prorrogação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-suspensao-temporaria-da-inscricao-estadual-a-pedido-do-contribuinte-e-sua-prorrogacao173
Cadastro de contabilistas - inclusão e alteração de dados do contabilista;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/cadastro-de-contabilistas-inclusao-e-alteracao-de-dados-do-contabilista76
Cadastro do comércio, indústria e serviços (CCIS) - alteração de dados cadastrais;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-alteracao-de-dados-cadastrais96
Cadastro do comércio, indústria e serviços (CCIS) - baixa da inscrição estadual;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-baixa-da-inscricao-estadual123
Cadastro do comércio, indústria e serviços (CCIS) - inscrição de cerealista;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-cerealista119
Cadastro do comércio, indústria e serviços (CCIS) - inscrição de contribuinte de outras unidades da federação como substituto tributário nas operações com combustíveis líquidos e gasosos e lubrificantes e respectivas manutenções cadastrais;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-de-outras-unidades-da-federacao-como-substituto-tributario-nas-operacoes-com-combustiveis-liquidos-e-gasosos-e-lubrificantes-e-respectivas-manutencoes-cadastrais186
Cadastro do comércio, indústria e serviços (CCIS) - inscrição de contribuinte localizado em outra unidade da federação como substituto tributário do ICMS mediante Termo de Responsabilidade;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-localizado-em-outra-unidade-da-federacao-como-substituto-tributario-do-icms-mediante-termo-de-responsabilidade77
Cadastro do comércio, indústria e serviços (CCIS) - inscrição de contribuinte localizado em outra unidade da federação como substituto tributário por força de Convênio ou Protocolo;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-localizado-em-outra-unidade-da-federacao-como-substituto-tributario-por-forca-de-convenio-ou-protocolo33
Cadastro do comércio, indústria e serviços (CCIS) - inscrição de contribuinte localizado em outras unidades da federação como responsável pelo recolhimento do ICMS nas operações destinadas a consumidor final (ICMS DIFCON);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-localizado-em-outras-unidades-da-federacao-como-responsavel-pelo-recolhimento-do-icms-nas-operacoes-destinadas-a-consumidor-final-icms-difcon53
Cadastro do comércio, indústria e serviços (CCIS) - inscrição de empresa do ramo de combustíveis líquidos e gasosos e lubrificantes;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-empresa-do-ramo-de-combustiveis-liquidos-e-gasosos-e-lubrificantes185
Cadastro do comércio, indústria e serviços (CCIS) - inscrição de empresas;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-empresas89
Cadastro do comércio, indústria e serviços (CCIS) - inscrição de frigoríficos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-frigorificos112
Cadastro do comércio, indústria e serviços (CCIS) - inscrição estadual temporária para empresas do ramo de construção civil;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-estadual-temporaria-para-empresas-do-ramo-de-construcao-civil175
